UNIQ_ID,FCODE_TYPE,SETL_CODE,SETL_NAME,NAME,LATIN_NAME,USG_GROUP,USG_CODE,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER,X,Y
54447437,252,3000,ירושלים,ישיבת - עמליה,,13,5340,218888.78382700001,630059.32829400001,0,,218888.78382700001,630059.32829400001
54449723,252,3000,ירושלים,ישיבת - פרשבורג,,13,5340,218538.86342700000,633189.81079400005,0,,218538.86342700000,633189.81079400005
60590910,252,6100,בני ברק,ישיבה - קדושת יום טוב,Kdushat Yom Tov Yeshiva,13,5340,184893.38972700000,665340.98269400001,0,,184893.38972700000,665340.98269400001
54451791,252,0,,ישיבה - לצעירים שער השמים,,13,5340,221214.78682700000,650166.60449399997,0,,221214.78682700000,650166.60449399997
54446676,252,2530,באר יעקב,ישיבת - נוה ארץ,,13,5340,185376.44982700000,649378.66239399998,0,,185376.44982700000,649378.66239399998
54448125,252,3000,ירושלים,"ישיבה - ע""ש הרב הנניא שרגא",,13,5340,221311.74502700000,633277.26669399999,0,,221311.74502700000,633277.26669399999
54448954,252,7900,פתח תקווה,ישיבה - תורנית פאר משה,,13,5340,188706.96762700001,666765.15919399995,0,,188706.96762700001,666765.15919399995
60590839,252,3000,ירושלים,ישיבה - יסוד המנורה,,13,5340,223647.82522699999,638562.33059400006,0,,223647.82522699999,638562.33059400006
54451273,252,696,"כפר חב""ד",ישיבת - תומכי תמימים,,13,5340,186025.82262699999,655322.99989400001,0,,186025.82262699999,655322.99989400001
54449713,252,2630,קריית גת,ישיבת - הסדר קרית גת,,13,5340,177443.40172699999,612707.79669400002,0,,177443.40172699999,612707.79669400002
54447102,252,0,,ישיבה - בני דויד,,13,5340,225129.04232700000,664420.77939399995,0,,225129.04232700000,664420.77939399995
54448460,252,5000,תל אביב -יפו,"בית מדרש הרשב""י",Bet Midrash HaRashbi,13,5340,181117.52002699999,661643.45689399994,0,,181117.52002699999,661643.45689399994
65106897,252,1265,שומרייה,תלמוד תורה - שומרייה,,13,5340,188939.86532700001,593194.22429399996,2014,2015-07,188939.86532700001,593194.22429399996
54450795,252,6100,בני ברק,ישיבה - נחלת שלמה,,13,5340,184842.38032699999,667213.65679399995,0,,184842.38032699999,667213.65679399995
54450667,252,8300,ראשון לציון,ישיבת - בית אשר,,13,5340,180925.55642700000,653700.72669399995,2013,2014-01,180925.55642700000,653700.72669399995
54447689,252,7000,לוד,"ישיבת - חב""ד בית אוהל מנחם",,13,5340,188307.72642699999,650095.53419399995,0,,188307.72642699999,650095.53419399995
54449873,252,7000,לוד,ישיבת - אלישיב,,13,5340,190148.10712700000,650838.55819400004,0,,190148.10712700000,650838.55819400004
54452292,252,3000,ירושלים,ישיבת - אור דוד,,13,5340,219806.28562700000,629747.51139400003,0,,219806.28562700000,629747.51139400003
54449821,252,3000,ירושלים,ישיבת - חפץ חיים,,13,5340,220897.47042699999,634268.06769399997,0,,220897.47042699999,634268.06769399997
54447885,252,3000,ירושלים,ישיבת - תלמוד תורה,,13,5340,220559.05242699999,633615.12209399999,0,,220559.05242699999,633615.12209399999
54451306,252,3000,ירושלים,ישיבה,Yeshiva,13,5340,220868.84502700000,633355.25559399999,0,,220868.84502700000,633355.25559399999
54446352,252,8300,ראשון לציון,"ישיבת - ההסדר ראשל""צ",,13,5340,180280.07342700000,655020.84109400003,0,,180280.07342700000,655020.84109400003
54450486,252,0,,ישיבה - בית יצחק,Bet Yitshak Yeshiva,13,5340,204542.77332700000,649263.47159400000,0,,204542.77332700000,649263.47159400000
54448825,252,6100,בני ברק,ישיבה - ברכת אפרים לצעירים,,13,5340,185303.92972700001,665794.25559399999,0,,185303.92972700001,665794.25559399999
54451487,252,6100,בני ברק,ישיבת - חזון נחום,,13,5340,184398.13002700001,665705.94029399997,0,,184398.13002700001,665705.94029399997
54447075,252,7900,פתח תקווה,הישיבה - טכנולוגית מכון הדס,,13,5340,190656.87332700001,666950.29059400002,0,,190656.87332700001,666950.29059400002
60590645,252,64,"יד רמב""ם",מוסד שערי ציון,,13,5340,190722.51172700000,645109.82999400003,0,,190722.51172700000,645109.82999400003
54449252,252,0,,ישיבה - הגדולה נחלת אברהם,,13,5340,204526.68742700000,649228.94359399995,0,,204526.68742700000,649228.94359399995
54449254,252,0,,ישיבה - אור אלחנן,,13,5340,204627.97452700001,649542.92459399998,0,,204627.97452700001,649542.92459399998
54449626,252,0,,ישיבת - כנסת הגדולה קרית ספר,,13,5340,204136.44942700001,648636.35399400000,0,,204136.44942700001,648636.35399400000
54450627,252,0,,ישיבה - כנסת יצחק,,13,5340,203712.61122699999,648767.81059400004,0,,203712.61122699999,648767.81059400004
54448030,252,5000,תל אביב -יפו,הישיבה - הגבוהה תל אביב,,13,5340,180519.82452699999,665234.76369399996,0,,180519.82452699999,665234.76369399996
54446429,252,246,נתיבות,מדרשת הנגב,HaNegev Seminary,13,5340,161636.73792700001,593183.17139399995,2014,2015-07,161636.73792700001,593183.17139399995
54447320,252,166,גן יבנה,ישיבה - טכנולוגית אחוזת יעקב,,13,5340,171647.49832700001,632284.97109400004,0,,171647.49832700001,632284.97109400004
54449287,252,9000,באר שבע,ישיבה - חרדית,,13,5340,178217.25502700001,574684.32429400005,2014,2015-07,178217.25502700001,574684.32429400005
54448534,252,6100,בני ברק,ישיבת - ויזניץ,,13,5340,184922.89292700001,664795.75179400004,0,,184922.89292700001,664795.75179400004
54452685,252,0,,ישיבת - בית אל,,13,5340,221124.66402699999,649952.08019400004,0,,221124.66402699999,649952.08019400004
54453060,252,9000,באר שבע,ישיבת - באר יצחק,,13,5340,178906.58972700001,575032.42519400001,2014,2015-07,178906.58972700001,575032.42519400001
54447608,252,8400,רחובות,ישיבת - דרום,,13,5340,182898.27512700000,645619.16779400001,0,,182898.27512700000,645619.16779400001
54446133,252,0,,ישיבת - מערבא מכון רובין,,13,5340,202667.78022700001,648446.87539399997,0,,202667.78022700001,648446.87539399997
60590912,252,6100,בני ברק,ישיבת - חסידי צאנז,,13,5340,184313.97402699999,665957.67089399998,0,,184313.97402699999,665957.67089399998
54450325,252,6100,בני ברק,ישיבת - קול יהודה,,13,5340,185449.32462699999,666149.51599400002,2014,2015-07,185449.32462699999,666149.51599400002
54450263,252,2630,קריית גת,ישיבה - דרך חיים,,13,5340,178850.21102700001,612963.02439399995,2014,2015-07,178850.21102700001,612963.02439399995
54450694,252,8400,רחובות,ישיבת - מאור התלמוד,,13,5340,182703.56362700000,644727.51009400003,2014,2015-07,182703.56362700000,644727.51009400003
54448965,252,0,,ישיבה - בני דויד,,13,5340,225156.08702700000,664221.10579399997,2014,2015-07,225156.08702700000,664221.10579399997
65107288,252,2610,בית שמש,דרכי דוד,,13,5340,198939.92742699999,627064.59939400002,2014,2015-07,198939.92742699999,627064.59939400002
54450005,252,2610,בית שמש,כולל - ס.פאולא,,13,5340,200107.33952700000,627184.19239400001,2013,2014-01,200107.33952700000,627184.19239400001
54450996,252,1309,אלעד,ישיבה - קרית הישיבה הקדושה,Kiryat HaYeshiva HaKdosha Yeshiva,13,5340,195683.70202699999,661975.82549399999,0,,195683.70202699999,661975.82549399999
54451880,252,1137,קריית יערים,ישיבת - בלז,,13,5340,209293.99702700000,634356.09179400001,2014,2015-07,209293.99702700000,634356.09179400001
54452598,252,0,,ישיבה - תורת יוסף קרית שושנה,,13,5340,213639.29172700000,617159.61609400006,2014,2015-07,213639.29172700000,617159.61609400006
54448880,252,8400,רחובות,כולל - לבנות,,13,5340,183174.60332699999,644582.34929399996,0,,183174.60332699999,644582.34929399996
65107168,252,0,,ישיבת - צביה קטיף,,13,5340,182940.86852700001,633501.53089399997,2014,2015-07,182940.86852700001,633501.53089399997
54449912,252,0,,ישיבה - אהבת תורה,,13,5340,203611.51492700001,648999.77489400003,2014,2015-07,203611.51492700001,648999.77489400003
54449843,252,7900,פתח תקווה,ישיבת - לומזה,,13,5340,189162.25002700000,665808.28649400000,2014,2015-07,189162.25002700000,665808.28649400000
54449043,252,2610,בית שמש,ישיבת - אוהלי מנחם,,13,5340,200091.54872699999,627150.72819399997,2014,2015-07,200091.54872699999,627150.72819399997
54447613,252,0,,ישיבת - מיר מודיעין עילית,,13,5340,204191.37942700001,649798.23619400000,2014,2015-07,204191.37942700001,649798.23619400000
65107133,252,0,,הישיבה הגבוהה אור עציון,,13,5340,172515.67122700001,622875.46369400003,2014,2015-07,172515.67122700001,622875.46369400003
54448907,252,0,,ישיבת - חניכי קול תורה,,13,5340,204338.15522700001,648105.88539399998,2014,2015-07,204338.15522700001,648105.88539399998
54446529,252,696,"כפר חב""ד",ישיבת - אור שמחה,,13,5340,186200.80622699999,654980.92789399996,2014,2015-07,186200.80622699999,654980.92789399996
54449096,252,0,,ישיבה - נטורת רחל,,13,5340,210365.91342699999,622253.89299399999,0,,210365.91342699999,622253.89299399999
60590818,252,3000,ירושלים,ישיבת - מור,,13,5340,221313.11512700000,632869.19379399996,0,,221313.11512700000,632869.19379399996
64844327,252,2610,בית שמש,ישיבה - אמרי בינה,,13,5340,199451.46702700001,627724.87539399997,2013,2014-01,199451.46702700001,627724.87539399997
60590864,252,32,עוצם,ישיבה - ישיבה נתיבות לכיש,,13,5340,171812.91092699999,616155.10669399996,0,,171812.91092699999,616155.10669399996
54451828,252,6100,בני ברק,ישיבת - בנדהיים,,13,5340,184747.22982700000,665482.88479399995,2014,2015-07,184747.22982700000,665482.88479399995
54449755,252,0,,תפארת מורדכאי שלמה היכל משה,,13,5340,211889.74562700000,622981.96269399999,2014,2015-07,211889.74562700000,622981.96269399999
54446651,252,449,נחלים,ישיבה - נהרגעא מרכז טכנולוגי תורני,,13,5340,192332.77332700000,662464.00669399998,2014,2015-07,192332.77332700000,662464.00669399998
54452179,252,3000,ירושלים,ישיבת - אהל מועד,,13,5340,217821.69072700001,629975.33719400002,0,,217821.69072700001,629975.33719400002
54447728,252,6200,בת ים,"ישיבת - בני עקיבא אד""רת",,13,5340,176105.14592700001,657894.10829400003,0,,176105.14592700001,657894.10829400003
54449491,252,0,,ישיבת - בני עקיבא נר תמיד,,13,5340,202395.80482700001,648541.98229399999,2014,2015-07,202395.80482700001,648541.98229399999
54450679,252,0,,ישיבה - לצעירים דרך התורה,,13,5340,204222.14152700000,648732.49889399996,2014,2015-07,204222.14152700000,648732.49889399996
65108338,252,577,יד בנימין,"בית ספר - ממ""ד תורני ברויאר חפץ חיים",,13,5340,183129.28482700000,633812.46119399997,2014,2015-07,183129.28482700000,633812.46119399997
54448930,252,6500,חדרה,ישיבת - בני עקיבא בית שמואל,,13,5340,190608.39452700000,706234.09739400004,0,,190608.39452700000,706234.09739400004
54448003,252,7400,נתניה,ישיבת - נחלת שמואל,,13,5340,186767.70962700000,690637.31849400001,0,,186767.70962700000,690637.31849400001
54452444,252,0,,ישיבת - בני חיל,,13,5340,215066.46212700001,680115.05579400004,2014,2015-07,215066.46212700001,680115.05579400004
54447457,252,7400,נתניה,ישיבת - שערי ציון,,13,5340,187551.06432700000,692850.82779400004,0,,187551.06432700000,692850.82779400004
65108490,252,0,,מכינה ישיבתית קדם צבאית אלישע,,13,5340,213211.51852700001,657542.44779400004,2014,2015-07,213211.51852700001,657542.44779400004
54448091,252,7700,עפולה,ישיבה - תיכונית יהודה,,13,5340,227572.74212700000,723183.90429400001,0,,227572.74212700000,723183.90429400001
54448775,252,0,,ישיבה - דרכי חיים,,13,5340,210963.24802699999,623147.73539399996,2014,2015-07,210963.24802699999,623147.73539399996
65108316,252,0,,ישיבה - תפארת יוחנן,,13,5340,210988.51192700001,623451.58979400003,2014,2015-07,210988.51192700001,623451.58979400003
54450835,252,8700,רעננה,ישיבה - בני עקיבא,Bne Akiva Yeshiva,13,5340,188216.14812699999,676587.80539400002,2014,2015-07,188216.14812699999,676587.80539400002
54452341,252,3000,ירושלים,ישיבה,Yeshiva,13,5340,220113.14772700000,631525.75539399998,2014,2015-07,220113.14772700000,631525.75539399998
54452593,252,449,נחלים,ישיבת - בית ספר נחל יצחק,,13,5340,192037.54882699999,663246.08309400000,0,,192037.54882699999,663246.08309400000
60590786,252,3000,ירושלים,ישיבת - תפארת משה בצלאל,,13,5340,218612.84422699999,636501.09899400000,2014,2015-07,218612.84422699999,636501.09899400000
54450521,252,1137,קריית יערים,ישיבת - באר יצחק,,13,5340,209888.94162699999,634643.01079400000,2014,2015-07,209888.94162699999,634643.01079400000
54449924,252,6100,בני ברק,ישיבת - היכל התורה,,13,5340,184399.69092699999,665577.32419399999,0,,184399.69092699999,665577.32419399999
54451743,252,1309,אלעד,ישיבת - נר ישראל,,13,5340,196884.27902700001,661906.74539399997,2014,2015-07,196884.27902700001,661906.74539399997
54447506,252,7900,פתח תקווה,ישיבת - דרכי נעם,,13,5340,187928.28222699999,665513.39959399996,2014,2015-07,187928.28222699999,665513.39959399996
60590832,252,3000,ירושלים,ישיבת - נר משה,,13,5340,218410.04112700000,633182.11589400005,2014,2015-07,218410.04112700000,633182.11589400005
60590802,252,2660,יבנה,כולל - תפארת רחמים,,13,5340,176090.71782699999,642017.49789400003,2014,2015-07,176090.71782699999,642017.49789400003
54447917,252,1034,קריית מלאכי,ישיבה - תומכי תמימים,Tomkhe Tmimim Yeshiva,13,5340,175562.55632700000,626291.55869400001,0,,175562.55632700000,626291.55869400001
54446773,252,0,,ישיבה - שבות ישראל,Shvut Yisrael Yeshiva,13,5340,214661.41502700001,618689.11309400003,0,,214661.41502700001,618689.11309400003
54449022,252,0,,ישיבה - חדוות התלמוד,,13,5340,203868.50522699999,649101.38259399997,2014,2015-07,203868.50522699999,649101.38259399997
54447212,252,2400,אור יהודה,ישיבה - הגדולה ברכת יצחק,,13,5340,186510.48502699999,658839.89129399997,2014,2015-07,186510.48502699999,658839.89129399997
54451007,252,0,,ישיבה - הגדולה הקרית ספר,,13,5340,203570.86232700001,649017.92749399994,2014,2015-07,203570.86232700001,649017.92749399994
54450637,252,6100,בני ברק,ישיבת - קרלין סטולין,,13,5340,185120.50122700000,665005.98809400003,2014,2015-07,185120.50122700000,665005.98809400003
54449508,252,3000,ירושלים,ישיבת - קריית שלום,,13,5340,220737.68892700001,635198.33869400003,2014,2015-07,220737.68892700001,635198.33869400003
54449141,252,7900,פתח תקווה,ישיבה - אור ישראל,,13,5340,188716.18922700000,665737.85819399997,0,,188716.18922700000,665737.85819399997
54450230,252,6100,בני ברק,ישיבת - אמרי שאול,,13,5340,183919.73642700000,666344.82179399999,0,,183919.73642700000,666344.82179399999
54448961,252,3000,ירושלים,ישיבת - בניין אב,,13,5340,220677.31942700001,635681.78049399995,0,,220677.31942700001,635681.78049399995
54450026,252,0,,ישיבה - מעלות יהודה,,13,5340,211520.16722700000,623526.42899399996,2014,2015-07,211520.16722700000,623526.42899399996
54449263,252,6100,בני ברק,ישיבת - ויזניץ,,13,5340,184884.19952699999,664801.23819399998,2014,2015-07,184884.19952699999,664801.23819399998
54449329,252,6100,בני ברק,ישיבת - כסא רחמים,,13,5340,185056.82732700001,664652.44859399996,2014,2015-07,185056.82732700001,664652.44859399996
54451455,252,0,,ישיבה - תומכי תמימים,Tomkhe Tmimim Yeshiva,13,5340,210586.08532700001,622110.79239399999,2014,2015-07,210586.08532700001,622110.79239399999
54449067,252,6500,חדרה,ישיבת - אור יוסף,,13,5340,189870.26752699999,705338.77609399997,2014,2015-07,189870.26752699999,705338.77609399997
54449161,252,6100,בני ברק,ישיבת - אמרי אמת,,13,5340,183847.76382699999,665889.07619399996,2014,2015-07,183847.76382699999,665889.07619399996
65107748,252,2610,בית שמש,תלמוד תורה תורת משה,,13,5340,199798.61982699999,624047.76289400004,2014,2015-07,199798.61982699999,624047.76289400004
65107751,252,2610,בית שמש,דרכי דוד,,13,5340,198875.33522700000,627032.74239399994,2014,2015-07,198875.33522700000,627032.74239399994
54448322,252,0,,ישיבה - אור תורה סטון,Or Tora Stone Yeshiva,13,5340,214378.42832700000,617860.40149399999,2014,2015-07,214378.42832700000,617860.40149399999
54452260,252,0,,ישיבה - ויזיביץ,,13,5340,204056.22342699999,649677.57659399998,2014,2015-07,204056.22342699999,649677.57659399998
54450393,252,1309,אלעד,ישיבה - אמרי מרדכי,,13,5340,196513.31262700001,662473.72509399999,2014,2015-07,196513.31262700001,662473.72509399999
54449774,252,7900,פתח תקווה,ישיבה - אור ישראל,,13,5340,191983.66862700001,663910.95099399996,2014,2015-07,191983.66862700001,663910.95099399996
54447412,252,3000,ירושלים,ישיבת - איטרי,,13,5340,220053.00082700001,628062.12269400002,0,,220053.00082700001,628062.12269400002
54451924,252,5000,תל אביב -יפו,ישיבת - קידושי הרים,,13,5340,184523.23822699999,668844.92949400004,0,,184523.23822699999,668844.92949400004
54450982,252,6100,בני ברק,כולל - פוניבז,,13,5340,184339.99682700000,665687.03419399995,0,,184339.99682700000,665687.03419399995
54448761,252,0,,ישיבת - חברון כנסת ישראל,,13,5340,204068.24512700000,648628.83029399998,2014,2015-07,204068.24512700000,648628.83029399998
54451324,252,1309,אלעד,ישיבה - צמח צדיק וייזניץ,Tsemah Tsaddik Viznitz Yeshiva,13,5340,196529.68372700000,661818.28949400003,2014,2015-07,196529.68372700000,661818.28949400003
54447390,252,3000,ירושלים,ישיבת - נוה ירושלים לבנות,,13,5340,216688.44512700001,632926.41349399998,0,,216688.44512700001,632926.41349399998
54449103,252,7900,פתח תקווה,ישיבת - קול יעקב,,13,5340,189259.21602699999,665936.11929399997,2014,2015-07,189259.21602699999,665936.11929399997
54448925,252,1309,אלעד,כולל - עטרת משה,Ateret Moshe Kolel,13,5340,196299.90722699999,662304.23369400005,2014,2015-07,196299.90722699999,662304.23369400005
54441392,252,1309,אלעד,ישיבה - לצעירים אלעד,,13,5340,196921.53422700000,661793.52509400004,2014,2015-07,196921.53422700000,661793.52509400004
54450493,252,2650,רמת השרון,ישיבת - מי התורה,,13,5340,187077.92402700000,671282.31609400001,0,,187077.92402700000,671282.31609400001
54452601,252,1200,מודיעין-מכבים-רעות,ישיבת - בני עקיבא,,13,5340,200267.38162700000,643764.64789400005,2014,2015-07,200267.38162700000,643764.64789400005
54449214,252,0,,ישיבה - שער תורה,,13,5340,212043.22302700000,623158.96269399999,2014,2015-07,212043.22302700000,623158.96269399999
54448514,252,6100,בני ברק,ישיבת - היכל התורה,,13,5340,184341.55302699999,665594.64299399999,0,,184341.55302699999,665594.64299399999
54447882,252,2630,קריית גת,ישיבה - קרית מנחם,Kiryat Menahem Yeshiva,13,5340,177696.65292699999,613355.32899399998,2014,2015-07,177696.65292699999,613355.32899399998
60590913,252,7400,נתניה,ישיבת - ראדין,,13,5340,185585.63592700000,688987.21999400004,2014,2015-07,185585.63592700000,688987.21999400004
54451204,252,99,מצפה רמון,ישיבת - אור דרום,,13,5340,180470.39442699999,502341.54349399998,0,,180470.39442699999,502341.54349399998
54451609,252,70,אשדוד,ישיבה לבנים - פרי עץ חיים,,13,5340,167340.05052700001,632706.53909400001,2014,2015-07,167340.05052700001,632706.53909400001
54448129,252,4000,חיפה,ישיבה - חסידי גור,,13,5340,201014.46232699999,745604.13309400005,2014,2015-07,201014.46232699999,745604.13309400005
54447961,252,7400,נתניה,"בי""ס תורני החדש עוז והדר",,13,5340,185685.83872699999,688966.47989399999,0,,185685.83872699999,688966.47989399999
54451341,252,4000,חיפה,ישיבת - משכן יעקב,,13,5340,200784.56732700000,742184.59329400002,2014,2015-07,200784.56732700000,742184.59329400002
54452858,252,70,אשדוד,ישיבת - בית הלוי,,13,5340,167938.26992699999,633896.22169399995,2014,2015-07,167938.26992699999,633896.22169399995
54448028,252,7100,אשקלון,"ישיבה - ע""ש הבן איש חי",,13,5340,158767.29242700001,618911.43889400002,0,,158767.29242700001,618911.43889400002
54452516,252,0,,ישיבת - הסדר מעלה אפריים,,13,5340,238644.40102700001,664344.06969399995,2014,2015-07,238644.40102700001,664344.06969399995
54449104,252,831,ירוחם,ישיבה - בלבב שלם,,13,5340,192921.73742699999,543864.86559399997,2014,2015-07,192921.73742699999,543864.86559399997
54448986,252,7100,אשקלון,ישיבת - נחלת אשקלון,,13,5340,159038.86692700000,619837.92149400001,2014,2015-07,159038.86692700000,619837.92149400001
54450462,252,70,אשדוד,ישיבת - תורת אור,,13,5340,166882.07692699999,635308.14599400002,0,,166882.07692699999,635308.14599400002
54450114,252,70,אשדוד,כולל - חסידי,,13,5340,168133.48692699999,632981.91539400001,2014,2015-07,168133.48692699999,632981.91539400001
54448890,252,70,אשדוד,"ישיבה - ע""ש פייפא",,13,5340,168419.22742700001,632959.43849400000,2014,2015-07,168419.22742700001,632959.43849400000
54451729,252,1063,מעלות-תרשיחא,"ישיבת - מעלות ראי""ה",,13,5340,226762.43152700001,767749.77139400004,0,,226762.43152700001,767749.77139400004
54451921,252,6700,טבריה,ישיבת - טבריה אור אלחנן,,13,5340,247967.91162699999,742536.14249400003,0,,247967.91162699999,742536.14249400003
54449387,252,8000,צפת,ישיבה - תורת חיים,,13,5340,246443.13382700001,764156.63869399996,2014,2015-07,246443.13382700001,764156.63869399996
54450211,252,8000,צפת,ישיבת - חכמת שלמה,,13,5340,245898.94382700001,763547.56489399995,2014,2015-07,245898.94382700001,763547.56489399995
54448826,252,8000,צפת,ישיבת - אלקבץ,,13,5340,247406.44452700001,763701.59089400002,2014,2015-07,247406.44452700001,763701.59089400002
54452257,252,9100,נהרייה,ישיבת - אביר יעקב,,13,5340,210093.80342700001,768261.10619399999,2014,2015-07,210093.80342700001,768261.10619399999
54448551,252,6500,חדרה,ישיבת - כנסת יצחק,,13,5340,192143.47432700000,704204.06469399994,2014,2015-07,192143.47432700000,704204.06469399994
60590676,252,607,מירון,ישיבת - בני עקיבא מירון,,13,5340,241410.03292699999,765214.57839399995,2014,2015-07,241410.03292699999,765214.57839399995
54447360,252,6700,טבריה,ישיבת - עטרת יצחק,,13,5340,248510.33292700001,742295.54959399998,0,,248510.33292700001,742295.54959399998
64843990,252,1020,אור עקיבא,ישיבה - שערי תורה,,13,5340,192170.79282700000,712798.10149399994,2014,2015-07,192170.79282700000,712798.10149399994
54448971,252,922,רכסים,ישיבה - קרית חינוך אור חדש לצעירים,,13,5340,210023.96632700000,739235.13609399996,0,,210023.96632700000,739235.13609399996
54450099,252,6700,טבריה,ישיבת - עטרת מרדכי,,13,5340,248639.20452699999,743148.45859399997,0,,248639.20452699999,743148.45859399997
54448181,252,2800,קריית שמונה,ישיבת - ההסדר קרית שמונה,,13,5340,252996.16502700001,789969.09289400000,0,,252996.16502700001,789969.09289400000
54448935,252,8000,צפת,"ישיבת - צעירי השלוחים ע""ש מש כהן",,13,5340,247725.09322700000,764419.44849400001,2014,2015-07,247725.09322700000,764419.44849400001
54450251,252,9300,זכרון יעקב,ישיבה - מרכז לחינוך תורני ישיבת זכרון יעקוב,,13,5340,195683.93572700000,719364.20809400000,2014,2015-07,195683.93572700000,719364.20809400000
54446443,252,2560,ערד,ישיבה - לב שמחה,,13,5340,219188.16592699999,573778.21889400005,2014,2015-07,219188.16592699999,573778.21889400005
54451163,252,8000,צפת,"ישיבת - האר""י הקדוש זיע""א",,13,5340,246755.83042700001,763124.79059400002,2014,2015-07,246755.83042700001,763124.79059400002
54449586,252,922,רכסים,ישיבת - כנסת חזקיהו,,13,5340,209526.88032699999,739236.17739400000,2014,2015-07,209526.88032699999,739236.17739400000
54450585,252,4000,חיפה,ישיבת - פרחי אהרון,,13,5340,206686.47482700000,749088.56599399995,2014,2015-07,206686.47482700000,749088.56599399995
54447709,252,9100,נהרייה,ישיבת - אביר יעקב,,13,5340,210706.38992700001,768089.87829400005,0,,210706.38992700001,768089.87829400005
54452205,252,8000,צפת,"ישיבת - ברסלב האר""י הספרדי",,13,5340,246225.89382699999,763726.28479399998,2014,2015-07,246225.89382699999,763726.28479399998
53941271,222,9500,קריית ביאליק,ישיבה - בית עמנואל,,13,5340,209004.84672700000,749510.86849400005,0,,209004.84672700000,749510.86849400005
53942983,222,368,בירייה,כולל - ביתיוסף,,13,5340,246978.83242699999,765079.88579400000,0,,246978.83242699999,765079.88579400000
53941746,222,2800,קריית שמונה,כולל - ברסלב,,13,5340,254024.92682699999,790742.08219400002,0,,254024.92682699999,790742.08219400002
53943077,222,1063,מעלות-תרשיחא,ישיבת - מעלות יעקב,,13,5340,227199.87512700001,768698.90619400004,0,,227199.87512700001,768698.90619400004
53941791,222,8000,צפת,"ישיבת - חב""ד בית לוין יצחק",,13,5340,246680.11952700000,764111.77279399999,0,,246680.11952700000,764111.77279399999
53943885,222,8000,צפת,ישיבת - מדרשת נווה הדסה,,13,5340,246426.03852700000,763867.21639399999,0,,246426.03852700000,763867.21639399999
53943894,222,8000,צפת,ישיבה - רבי שמעון בר יוחאי,,13,5340,246488.02002699999,764152.29489400005,0,,246488.02002699999,764152.29489400005
